country,year,prot_area_perc,gdp,under_5_mort_rate,pop_growth_perc,pop,urb_pop_growth_perc,urb_pop
AGO,1991,12.3998220487,12193746624.6789,239.1,3.03486600826632,10653515.0,6.68703162667795,4099472.572
AGO,1992,12.399822686,5779394291.7582,235.3,3.22698986166594,11002910.0,6.75045876038023,4385759.926
AGO,1993,12.3998233313,5285600050.3455,231.1,3.29724264602598,11371750.0,6.70077708243702,4689709.7
AGO,1994,12.3998239766,4059577145.36303,226.3,3.21217023653504,11742960.0,6.50366698870625,5004849.552
AGO,1995,12.3998246299,5039534776.4902,221.5,3.03733523614654,12105105.0,6.22393596092553,5326246.2
AGO,1996,12.3998252832,7526446605.51712,217.0,2.83122100089637,12452725.0,5.07850658610223,5603726.25
AGO,1997,12.3998259444,7675412589.45525,212.4,2.68990281015527,12792237.0,4.8877934820328,5884429.02
AGO,1998,12.3998266057,6445192203.74553,207.9,2.66904622001228,13138265.0,4.81966674210864,6174984.55
AGO,1999,12.3998266057,6154480286.73835,203.3,2.801776072338,13511575.0,4.90711699212122,6485556.0
AGO,2000,12.3998266057,9129180360.52186,199.6,3.02376551056242,13926373.0,5.08569423083599,6823922.77
ALB,1991,4.33645255471,1139166679.0665,39.8,0.0672220105062205,3291695.0,1.43149965088489,1214635.455
ALB,1992,4.33629005433,709452572.658102,38.6,-0.753570062223099,3266983.0,0.592345275177366,1221851.642
ALB,1993,4.3361273487,1228071037.41335,37.3,-1.29646769526026,3224901.0,0.0315730715291786,1222237.479
ALB,1994,4.39177416479,1985673025.89461,36.2,-1.41965424051212,3179442.0,-0.109019489982072,1220905.728
ALB,1995,4.39160792828,2424498952.88127,35.1,-1.21320159332841,3141102.0,0.080477509743568,1221888.678
ALB,1996,5.99006390506,3013217852.57366,34.0,-0.911626779987588,3112597.0,0.517698217019263,1228230.7762
ALB,1997,5.9898728724,2196223713.8105,32.4,-0.667099043695436,3091902.0,0.742083812416387,1237379.1804
ALB,1998,5.9896815371,2727745453.08283,31.1,-0.416954976813721,3079037.0,0.972645547394424,1249473.2146
ALB,1999,8.00635426134,3434402453.41057,29.8,-0.205209571340269,3072725.0,1.16534541137397,1264119.065
ALB,2000,8.00635426134,3686649387.03405,28.6,-0.0282850858599905,3071856.0,1.32373937213448,1280963.952
ARE,1991,0.266886484808,33919640389.9773,20.5,5.44285204581232,1909812.0,5.26570408097411,1507987.5552
ARE,1992,0.266889498711,35412694052.5501,19.4,5.31651551005473,2014095.0,5.13905317421787,1587509.679
ARE,1993,0.267615790023,35745300971.5725,18.3,5.20495764205971,2121704.0,5.0271798174598,1669356.7072
ARE,1994,0.304184020779,38268046815.0419,17.4,5.11174768414021,2232980.0,4.93365324704072,1753782.492
ARE,1995,0.304700223896,42806864571.426,16.3,5.04564164342743,2348539.0,4.8672294640773,1841254.576
ARE,1996,0.305230390174,47993462223.6228,15.5,5.20359697919658,2473983.0,5.05041849634792,1936633.8924
ARE,1997,0.305764345027,51209479652.5882,14.6,5.41374869098421,2611610.0,5.26033521164939,2041234.376
ARE,1998,0.306298373383,48500477900.0416,13.8,5.36309362156203,2755497.0,5.20944442360036,2150389.8588
ARE,1999,0.306298373383,55193466518.727,13.1,5.00910101098579,2897038.0,4.85521536892271,2257372.0096
ARE,2000,0.306298373383,70591424755.7073,12.4,4.60252658070717,3033491.0,4.44840376571377,2360055.998
ARG,1991,4.77246763254,189719989668.103,25.8,1.37259321757337,33093579.0,1.76263615785648,28903931.8986
ARG,1992,5.06085528202,228779382768.151,24.9,1.34001664936678,33540023.0,1.72854416359586,29407892.1664
ARG,1993,5.15629018214,236753563469.871,24.2,1.30925604768848,33982035.0,1.69627986601246,29910987.207
ARG,1994,5.23538637053,257439956992.0,23.4,1.28160147234638,34420352.0,1.6671331892435,30413823.0272
ARG,1995,5.26006499633,258031878144.0,22.7,1.25531720304236,34855160.0,1.6393682794041,30916526.92
ARG,1996,5.34910834397,272149757952.0,22.0,1.2316637089186,35287113.0,1.5468373151548,31398473.1474
ARG,1997,5.41982058393,292858888192.0,21.2,1.2050954181573,35714929.0,1.51927880048009,31879145.6254
ARG,1998,5.41982795111,298948362240.0,20.6,1.16832367490488,36134642.0,1.48152303607446,32354958.4468
ARG,1999,5.41982795111,283523022848.0,20.0,1.11836940791219,36541029.0,1.43059089258941,32821152.2478
ARG,2000,5.41984898995,284203745280.0,19.6,1.06077156909112,36930709.0,1.37202126456115,33274568.809
ARM,1991,6.93070817294,2068526521.90299,52.5,-0.925192230383269,3512051.0,-1.28138138701931,2362205.5026
ARM,1992,6.93071782749,1272577521.7683,50.5,-1.78433577198332,3449940.0,-2.14179817227927,2312149.788
ARM,1993,6.93072613458,1201313196.45626,48.2,-2.33334188556933,3370373.0,-2.6920866649349,2250735.0894
ARM,1994,6.93073422608,1315158670.47971,46.0,-2.39717356845828,3290540.0,-2.75720996097605,2189525.316
ARM,1995,6.93074237822,1468317350.02343,43.4,-2.06854069559278,3223173.0,-2.42987803544419,2136963.699
ARM,1996,6.93075065162,1596968913.19202,41.3,-1.59456531948782,3172185.0,-1.95721304240514,2095545.411
ARM,1997,6.93075893514,1639492424.38103,39.1,-1.18437647797568,3134836.0,-1.54834412272065,2063349.0552
ARM,1998,6.93076727928,1893726437.35976,37.3,-0.824324323789412,3109101.0,-1.18962153365859,2038948.4358
ARM,1999,6.93076727928,1845482181.48539,35.3,-0.59606046092202,3090624.0,-0.962696985279817,2019413.7216
ARM,2000,6.93076727928,1911563665.39006,33.3,-0.471110157597691,3076098.0,-0.839095853437766,2002539.798
ATG,1991,6.44131352871,410388899.418937,24.8,0.883516743115603,62754.0,0.0894116058343403,22039.2048
ATG,1992,6.4435604574,423762955.479039,23.8,1.65622168216034,63802.0,0.855760003898972,22228.6168
ATG,1993,6.58704012039,456537023.048377,22.4,2.22575834218779,65238.0,1.41883753734307,22546.2528
ATG,1994,6.58937480777,500088880.057001,21.1,2.50821046819151,66895.0,1.69472544756394,22931.606
ATG,1995,6.5916955556,494185188.309412,19.7,2.57803663587721,68642.0,1.75787972453545,23338.28
ATG,1996,6.59400202557,541074082.296139,18.7,2.59986460603344,70450.0,1.47592494246427,23685.29
ATG,1997,6.59629421767,579851829.759447,17.7,2.62251322240997,72322.0,1.48579742308777,24039.8328
ATG,1998,6.59857092139,620037014.234937,16.6,2.55009996326455,74190.0,1.40031422545199,24378.834
ATG,1999,6.5985709192,651851840.339733,15.7,2.3906582184134,75985.0,1.22749848684892,24679.928
ATG,2000,6.5985709192,664174062.344337,14.9,2.17528640243569,77656.0,0.99843788668498,24927.576
AUS,1991,7.91527299734,329965465819.01,8.6,1.27457749765855,17284000.0,1.43837777851636,14784733.6
AUS,1992,7.9397736986,328991771129.739,8.2,1.21862740855203,17495000.0,1.37692310906956,14989716.0
AUS,1993,7.99060248641,315553681843.732,7.8,0.985609097722597,17667000.0,1.14160202347771,15161819.4
AUS,1994,7.99706233498,326529920442.753,7.4,1.06211587837343,17855000.0,1.22150806267996,15348158.0
AUS,1995,8.02049264852,371090733590.734,7.1,1.2154756905422,18072000.0,1.37075377786659,15559992.0
AUS,1996,8.06100071131,403660849772.382,6.9,1.32226206216352,18311000.0,1.56901025100685,15806055.2
AUS,1997,8.0891939695,437674127406.48,6.7,1.12966648924777,18517000.0,1.37326707429618,16024611.8
AUS,1998,8.28597883536,401216848673.947,6.5,1.04607171872067,18711000.0,1.29613083183513,16233663.6
AUS,1999,8.40530372923,390208672766.011,6.4,1.14681680362601,18926000.0,1.39575730847644,16461834.8
AUS,2000,8.79272581118,416923318470.138,6.2,1.20219139373096,19153000.0,1.44488469799248,16701416.0
AUT,1991,20.991142712,172166366529.169,8.9,1.1349991250421,7798899.0,1.13499919666777,5131675.542
AUT,1992,21.0148730959,193096520160.28,8.4,-0.21025050480435,7782519.0,-0.210250518072477,5120897.502
AUT,1993,21.033735478,188288650183.367,7.9,1.86148235924606,7928746.0,1.86148247671749,5217114.868
AUT,1994,21.0437719859,201192480424.045,7.4,0.0,7928746.0,0.0,5217114.868
AUT,1995,21.0536141241,238314109458.168,6.9,0.306275076743441,7953067.0,0.306275096071333,5233118.086
AUT,1996,21.4390062624,234143004938.913,6.5,0.149503414968572,7964966.0,0.149503424403192,5240947.628
AUT,1997,22.2764309132,206878199346.037,6.2,0.077183336747466,7971116.0,0.0771833416182277,5244994.328
AUT,1998,22.6104989982,212150714762.117,5.9,0.142225172404243,7982461.0,0.14222518137956,5252459.338
AUT,1999,22.8266917964,210929628169.614,5.7,0.247104245169497,8002186.0,0.246799444643023,5265438.388
AUT,2000,22.8926447382,191200302192.74,5.6,0.117149350338215,8011560.50891186,0.11708078403156,5271606.814864
AZE,1991,6.21213401537,8792365810.5094,91.1,1.55235262742381,7271000.0,0.992127170520188,3882714.0
AZE,1992,6.21213270269,4991350457.5425,89.4,1.51507699837767,7382000.0,0.951695322163112,3919842.0
AZE,1993,6.75303200653,3973027396.65195,87.8,1.51915259880719,7495000.0,0.952578941107688,3957360.0
AZE,1994,6.75303147752,3313739673.54738,84.7,1.35173001134955,7597000.0,0.781927985188582,3988425.0
AZE,1995,6.7530310527,3052467522.36104,81.7,1.15169437426819,7685000.0,0.578626976048963,4011570.0
AZE,1996,6.75303071932,3176749593.11788,78.7,1.00984797957055,7763000.0,0.625970412581841,4036760.0
AZE,1997,6.75303051327,3962710163.11167,75.7,0.961484174713846,7838000.0,0.576127303790652,4060084.0
AZE,1998,6.75303041603,4446396217.63265,72.7,0.952327624863702,7913000.0,0.565480007169618,4083108.0
AZE,1999,6.75303041603,4581222442.45783,70.3,0.880730348080837,7983000.0,0.492380401020797,4103262.0
AZE,2000,6.75303041603,5272617196.04517,67.4,0.817577951157989,8048534.78590979,0.427713961186646,4120849.81038581
BDI,1991,3.84002828281,1167398478.3459,182.6,2.15994093310816,5724030.0,4.97702862977782,370917.144
BDI,1992,3.83994586723,1083037670.62404,181.8,1.92133308458873,5835071.0,4.66123050340016,388615.7286
BDI,1993,4.22091830197,938632612.059308,180.6,1.66929372375118,5933293.0,4.33611843196733,405837.2412
BDI,1994,4.22086321737,925030590.280334,178.1,1.40305320253379,6017127.0,4.00060184285983,422402.3154
BDI,1995,4.22080812543,1000428393.94934,175.8,1.15045389450603,6086751.0,3.68223469293504,438246.072
BDI,1996,4.66171481806,869033856.317093,173.3,0.875231899581473,6140258.0,3.88503501530942,455607.1436
BDI,1997,4.66165971142,972896267.915425,170.6,0.669306723274781,6181493.0,3.59116132318876,472266.0652
BDI,1998,4.66160459008,893770806.077641,168.4,0.677503162234405,6223515.0,3.51640348850303,489168.279
BDI,1999,4.66160459008,808077223.365746,165.7,0.96180718748975,6283662.0,3.72233379667863,507719.8896
BDI,2000,4.84884160469,709062400.266419,163.8,1.43287228752713,6374347.0,4.11923651448197,529070.801
BEL,1991,0.587442020966,207672604016.539,9.6,0.37152239228794,10004500.0,0.454475551970901,9652341.6
BEL,1992,0.588429712175,231616006775.408,9.1,0.404000623753711,10045000.0,0.486885030288806,9699452.0
BEL,1993,0.590217070471,221691791044.776,8.6,0.392459308049947,10084500.0,0.475275072539508,9745660.8
BEL,1994,0.591039731701,241582269471.907,8.1,0.307919491587905,10115600.0,0.390666723022827,9783808.32
BEL,1995,0.591250463815,284142036124.795,7.6,0.209357966518317,10136800.0,0.292036777329555,9812422.4
BEL,1996,0.592257074603,275433224755.7,7.1,0.199075632917332,10157000.0,0.261039914735428,9838070.2
BEL,1997,0.606282638765,249438430311.231,6.7,0.236011501875618,10181000.0,0.297937414093639,9867425.2
BEL,1998,0.650432500622,255267837297.177,6.4,0.215855643189069,10203000.0,0.277743229699082,9894869.4
BEL,1999,0.659296105069,254175367568.719,6.1,0.225170182254253,10226000.0,0.287019492322778,9923310.4
BEL,2000,0.822206941681,232371475953.566,5.8,0.253931168377049,10252000.0,0.315742250550169,9954692.0
BEN,1991,23.8063932828,1877810375.13616,173.9,3.31618832510229,4934077.0,4.64071100010436,1724953.3192
BEN,1992,23.806258706,1624296266.50694,170.2,3.47078954338044,5108335.0,4.77799770011571,1809372.257
BEN,1993,23.8061241293,2106272067.68824,166.7,3.50509589942006,5290562.0,4.79543638301083,1898253.6456
BEN,1994,23.8059895526,1496845630.25929,163.0,3.39420821501037,5473217.0,4.66811079275335,1988967.0578
BEN,1995,23.8058549845,2009226253.79815,159.8,3.19909111097831,5651141.0,4.45696933166429,2079619.888
BEN,1996,23.8057204078,2208067090.28089,156.3,2.97837972134239,5821985.0,3.79029216519282,2159956.435
BEN,1997,23.8055858397,2156753028.13332,153.1,2.8131728613003,5988093.0,3.61854634200997,2239546.782
BEN,1998,23.805451263,2334564287.16502,149.7,2.74443199073587,6154708.0,3.54337099408378,2320324.916
BEN,1999,23.805451263,2387363924.05615,146.6,2.80001349125958,6329476.0,3.59262001850163,2405200.88
BEN,2000,23.805451263,2254838684.51335,143.4,2.93209776256177,6517810.0,3.71847140858319,2496321.23
