country,year,prot_area_perc,gdp,under_5_mort_rate,pop_growth_perc,pop,urb_pop_growth_perc,urb_pop
DOM,1999,22.1327798134413,21709041189.3244,42.4,1.59075320997179,8458164.0,3.09848416409195,5200079.2272
DOM,2000,22.1327798134413,23996656675.8335,40.6,1.56955681879988,8591967.0,3.05489248929858,5361387.408
DZA,1991,6.30637456893,45715368143.9784,65.2,2.46501327286438,25930560.0,3.95103795127534,13712080.128
DZA,1992,6.30637542074,48003297248.8691,62.9,2.39076573872667,26557969.0,3.85503068413142,14251006.1654
DZA,1993,6.30779595316,49946456681.2384,60.8,2.2780000006903,27169903.0,3.72113327926903,14791295.1932
DZA,1994,6.30905964482,42542573602.1669,58.9,2.11651212440321,27751086.0,3.53911499627753,15324149.6892
DZA,1995,6.30905996317,41764054034.6543,57.1,1.92896481239999,28291591.0,3.33161323571407,15843290.96
DZA,1996,6.30906026862,46941496308.2845,55.5,1.73542366520084,28786855.0,3.0834398208701,16339418.898
DZA,1997,6.30906056977,48177861890.8881,53.9,1.57185311699076,29242917.0,2.90193922908571,16820525.8584
DZA,1998,6.30906085801,48187780126.1819,52.0,1.46235389100036,29673694.0,2.77498068242162,17293828.8632
DZA,1999,6.317288358,48640613515.0702,50.6,1.42313514307429,30099010.0,2.71875503959558,17770455.504
DZA,2000,6.317288358,54790058957.3718,48.9,1.43428701550615,30533827.0,2.71333508194306,18259228.546
EAP,1991,10.8740576187217,730965988307.095,54.9163384289,1.50460955288338,1628544768.0,4.23260043319773,482334099.0264
EAP,1992,11.1650975146711,817354817725.399,53.5718366472,1.38398725309096,1651083620.0,4.04157042584148,501827971.3264
EAP,1993,11.8944516146037,881474460668.522,52.2345299369,1.31315893013341,1672764972.0,3.90315903153598,521415115.112
EAP,1994,12.0360599847304,1062645661116.34,50.7089336047,1.28816644063492,1694312969.0,3.81342127543213,541298870.045
EAP,1995,12.146142847837,1313141373479.49,48.8407032694,1.24990921910366,1715490343.0,3.71382417818991,561401758.357
EAP,1996,12.676235344576,1508347397801.56,46.9340630153,1.21646659715412,1736358710.0,3.90689173471603,583335117.2528
EAP,1997,12.9702502789497,1563338681005.87,45.0396285986,1.19165353799504,1757050090.0,3.81156718747042,605569327.175
EAP,1998,13.2230378022137,1428833247159.54,43.0985315519,1.13889627358319,1777061068.0,3.69244070473511,627929615.507
EAP,1999,13.5573029809055,1569460083746.55,41.1494849882,1.06336311904391,1795957680.0,3.55495801206575,650252249.6836
EAP,2000,14.0849018834349,1727187196873.63,39.3443402359,0.992765208142316,1813787323.0,3.42760554773089,672540331.868
ECA,1991,6.75126149554327,915106181587.523,50.5023566725,0.549240734554928,393966669.738648,0.605559906806306,247408494.534112
ECA,1992,6.83813742601415,846992522719.01,49.9733105946,0.342137703217944,395314578.253936,0.411930222920461,248427644.897171
ECA,1993,6.98296717592914,830626608943.562,49.3484883146,0.283501617955366,396435301.479299,0.343071332314594,249279928.928357
ECA,1994,7.15068557215931,722256963663.352,48.5613663576,0.136526185239077,396976539.47335,0.203997563223865,249788453.908977
ECA,1995,7.19807470484129,769118493114.113,47.2644909604,0.0711674580073236,397259057.585378,0.134929398988362,250125491.968579
ECA,1996,7.2698362956765,774350597762.102,45.6905351023,0.0477300275381936,397448669.442962,0.0732986731238157,250308830.635336
ECA,1997,7.33320635105011,807943487850.415,43.9161494017,0.0592183057926263,397684031.811401,0.0785892674963549,250505546.511811
ECA,1998,7.37858979659261,754312220786.117,41.9279042108,0.0313823120256842,397808834.255141,0.0926890315449782,250737737.676839
ECA,1999,7.40698495196493,637560917684.092,39.8943490463,0.0053796166878896,397830234.845574,0.0814432683781092,250941946.685461
ECA,2000,7.40948833142027,709910973024.595,37.9036430096,0.147118175439715,398415515.428426,0.223280849795898,251502251.996514
ECU,1991,21.9989857149,11348439539.9779,49.8,2.24457766794577,10493498.0,3.21984275758308,5838582.2872
ECU,1992,22.0608431458,11996750826.4762,47.4,2.18478376759118,10725281.0,3.1506292296767,6025462.8658
ECU,1993,22.5215496574,15063220705.4774,45.3,2.10263427186164,10953182.0,3.05924032663906,6212644.8304
ECU,1994,23.3250286492,18581908127.48,43.2,1.99280516884306,11173647.0,2.94034691345275,6398030.2722
ECU,1995,23.4650644838,20205685541.4211,41.2,1.86952488042099,11384506.0,2.80817248125728,6580244.468
ECU,1996,24.936586658,21278200686.281,39.4,1.73779155961915,11584074.0,2.59912332743064,6753515.142
ECU,1997,24.9405216037,23647336355.1552,37.5,1.62629115259908,11774005.0,2.48026730741256,6923114.94
ECU,1998,24.9404930181,23266151902.576,35.8,1.56389972682496,11959586.0,2.4106448367348,7092034.498
ECU,1999,24.9404928128,16681996553.8681,34.2,1.56468903234948,12148188.0,2.4043245276401,7264616.424
ECU,2000,25.0948480591,15941641913.4676,32.7,1.6072963035639,12345023.0,2.43994058121928,7444048.869
EGY,1991,1.94377265021,36970555121.6287,88.4,1.93238229197352,57952386.0,1.61002419564875,25128154.5696
EGY,1992,2.0175877187,41855483504.0259,83.0,1.79898004917145,59004372.0,1.47557944390637,25501689.5784
EGY,1993,2.01759199095,46578631212.6125,77.3,1.70733447829299,60020423.0,1.38288459923776,25856798.2284
EGY,1994,2.01759626725,51897983715.5584,72.0,1.67147563215086,61032081.0,1.34596964839559,26207175.5814
EGY,1995,2.0176005476,60159244485.2082,67.3,1.67634053772274,62063810.0,1.34977155143437,26563310.68
EGY,1996,3.95772665867,67629717779.7354,62.6,1.68825169034296,63120498.0,1.5947500472523,26990324.9448
EGY,1997,3.95773860031,78436575743.8571,58.2,1.69512269895054,64199588.0,1.60153354846003,27426063.9936
EGY,1998,4.28104411772,84828807269.5429,54.0,1.71361366487809,65309201.0,1.61993684303941,27873966.9868
EGY,1999,4.28688880517,90710703939.461,50.1,1.74242385291417,66457136.0,1.64865919531781,28337322.7904
EGY,2000,4.28688880517,99838540997.321,46.5,1.77668156476959,67648419.0,1.68282890654317,28818226.494
EMU,1991,12.1596244724101,5908377409781.09,9.2604685717,0.474192441207293,306153775.424486,0.662128341293595,216697950.72116
EMU,1992,12.2475596241461,6512807190642.12,8.7780972365,0.448104399645615,307525663.961845,0.639032069229373,218082720.119631
EMU,1993,12.3927987937007,5964161927032.09,8.2825226923,0.436293542334028,308867378.57473,0.627968821145686,219452211.606289
EMU,1994,12.5268658792075,6309932845843.09,7.8226794569,0.334231529341935,309899710.737778,0.521003290987721,220595564.850903
EMU,1995,12.8433855354839,7288922296268.61,7.4174595176,0.248245556728662,310669023.0,0.431489576746657,221547411.72
EMU,1996,13.0784691572355,7370030156311.67,7.03213658,0.279616870588356,311537706.0,0.438737131999758,222519422.4802
EMU,1997,13.4510309381558,6728740394732.61,6.7076411294,0.263259947096103,312357860.0,0.422620983066622,223459836.251
EMU,1998,13.9156902895745,6907264692724.85,6.3716359081,0.215242542640027,313030187.0,0.374376481624324,224296417.3238
EMU,1999,14.172942191898,6875006599481.69,6.1414334902,0.24504123024154,313797240.021252,0.405532997077643,225206013.307311
EMU,2000,14.2723939145499,6262006407985.1,5.9285888776,0.387931641178568,315014558.80444,0.557037855573128,226460496.05446
ERI,1992,4.87392117631,477101651.648376,129.9,0.112782752456098,3184019.0,1.11029725813806,513263.8628
ERI,1993,4.87388246697,467876293.706829,124.6,-0.109292719251689,3180541.0,0.878369630339513,517792.0748
ERI,1994,4.8738437445,531688311.688312,119.6,0.17346771951544,3186063.0,1.15147062487941,523788.7572
ERI,1995,4.87380500808,578015625.0,114.7,0.826439876938927,3212503.0,1.79497045038528,533275.498
ERI,1996,4.87376625853,693535954.190067,110.0,1.56015369891901,3263016.0,2.99558504408733,549491.8944
ERI,1997,4.87372749665,686494476.137988,105.4,2.18678336590618,3335157.0,3.60190132053049,569644.8156
ERI,1998,4.87368872411,745526149.49945,101.2,2.75342558843754,3428264.0,4.14879706582409,593775.3248
ERI,1999,4.87368872411,688921325.712043,96.9,3.20402301366296,3539885.0,4.5801915209311,621603.806
ERI,2000,4.87368872411,633600000.0,92.7,3.54367126410447,3667576.0,4.90115817321138,652828.528
ESP,1991,7.90938914304,560395839551.641,10.4,0.265346585642195,38939050.0,0.397533287217686,29398982.75
ESP,1992,7.94651768075,612583910450.187,9.9,0.330516538025445,39067750.0,0.462334225725097,29535219.0
ESP,1993,7.9829262164,509818861681.266,9.3,0.311382150239012,39189400.0,0.443086085843851,29666375.8
ESP,1994,8.28075873328,515146428393.988,8.8,0.269333033932634,39294950.0,0.400984202946226,29785572.1
ESP,1995,8.39111139654,596750733920.47,8.3,0.234254019918597,39387000.0,0.365819248252992,29894733.0
ESP,1996,8.5189795596,622428740312.623,7.9,0.23142153502425,39478150.0,0.336500503596832,29995498.37
ESP,1997,8.51902447184,572637500000.0,7.5,0.26407012486654,39582400.0,0.368957546376269,30106373.44
ESP,1998,8.54638910012,600838623454.728,7.1,0.350408262257966,39721100.0,0.454920608345588,30243645.54
ESP,1999,8.55072266442,617879821010.015,6.8,0.51647612981514,39926250.0,0.62016141556483,30431787.75
ESP,2000,8.55072250072,580673484429.703,6.6,0.843930997777144,40263200.0,0.945294094109123,30720821.6
EST,1991,19.6279981985,4784154516.12093,20.9,-0.511183221760048,1561000.0,-0.821086272996996,1106436.8
EST,1992,19.7668205138,3986615193.94678,20.5,-1.8100041643618,1533000.0,-2.12087060094443,1083217.8
EST,1993,19.7677903057,3859654597.85703,19.9,-2.57695131790516,1494000.0,-2.88878714820453,1052373.6
EST,1994,19.7678646366,3964933826.44629,19.1,-2.09679646726383,1463000.0,-2.40960775603576,1027318.6
EST,1995,19.7679838537,4353053090.87206,18.3,-1.79315149410994,1437000.0,-2.10694436320266,1005900.0
EST,1996,19.7681171557,4728686725.95794,17.4,-1.47216118253599,1416000.0,-1.6437368608863,989500.8
EST,1997,19.8457357719,5051702326.92169,16.3,-1.13637586503151,1400000.0,-1.30824643154468,976640.0
EST,1998,19.8460913798,5598168503.37718,15.1,-0.990604611946559,1386200.0,-1.16277108202015,965349.68
EST,1999,19.8490405203,5705472609.7312,14.0,-0.76403280269949,1375649.33388818,-0.936496196984662,956351.416919064
EST,2000,19.9329334691,5675782344.97379,13.0,-0.447094155315504,1369512.61479732,-0.619855499753285,950441.754669342
ETH,1991,17.710829113,13361446739.1711,179.6,3.38799479617162,49998845.0,5.43048528137572,6429851.467
ETH,1992,17.7108644212,14098012280.7535,174.7,3.40435462076206,51730288.0,5.40596109140902,6787013.7856
ETH,1993,17.7108997207,8763557094.07188,170.1,3.3679528781866,53502211.0,5.33027999660055,7158595.8318
ETH,1994,17.7109349937,6875170145.30773,165.7,3.27072656970144,55281054.0,5.1952863412248,7540335.7656
ETH,1995,17.7109702227,7605674115.75156,161.3,3.13610463467432,57042197.0,5.02432340680732,7928865.383
ETH,1996,17.7110054076,8482883272.61888,157.0,2.99147194448018,58774378.0,4.42006766922783,8287187.298
ETH,1997,17.7110405749,8890826692.79282,152.8,2.86354731254047,60481739.0,4.27202130071437,8648888.677
ETH,1998,17.7110757158,8069437010.95367,148.5,2.7598171502458,62174171.0,4.14872836631249,9015254.795
ETH,1999,17.7110757158,7827068144.67499,144.5,2.68914169088735,63868806.0,4.05902612670353,9388714.482
ETH,2000,17.7110757158,8179533779.1746,140.7,2.64076300226353,65577897.0,3.99213491893584,9771106.653
FIN,1991,8.67357750311,125243346566.681,6.4,0.560001428133874,5014000.0,0.560001463473542,3078596.0
FIN,1992,8.69868638696,110128749668.171,6.0,0.556882867819786,5042000.0,0.556882902962653,3095788.0
FIN,1993,8.72291454143,87322785468.9289,5.7,0.47487225140807,5066000.0,0.474872281375543,3110524.0
FIN,1994,8.77970497204,100561183836.084,5.4,0.452979574135309,5089000.0,0.452979602721214,3124646.0
FIN,1995,8.78901729459,130699891067.538,5.2,0.37265903284255,5108000.0,0.372659056359716,3136312.0
FIN,1996,8.80141416007,128222883769.091,4.9,0.33225866445025,5125000.0,0.234491038718775,3143675.0
FIN,1997,8.80785779382,122909174206.849,4.7,0.289045257762709,5139835.0,0.19118195062636,3149690.888
FIN,1998,8.82194402649,129670672007.121,4.5,0.255809140015031,5153000.0,0.157849964651268,3154666.6
FIN,1999,8.83422314313,130217344981.888,4.4,0.241251285053863,5165446.68736403,0.143196054637883,3159187.19399184
FIN,2000,8.93763099874,121715496591.118,4.3,0.207916578415458,5176197.68073052,0.10976510320512,3162656.78292635
FJI,1991,1.0680264752,1383843860.1247,28.8,0.939027924144756,735262.0,2.79666648143829,311604.0356
FJI,1992,1.06806380746,1531803060.54558,27.9,1.23462530183496,744396.0,3.05838405681303,321281.3136
FJI,1993,1.06810114338,1635426125.30808,27.1,1.41194320709258,754981.0,3.20303586374561,331738.6514
FJI,1994,1.06813848817,1825285158.11762,26.5,1.41305140795004,765725.0,3.172627596988,342432.22
FJI,1995,1.06817583349,1970347720.96992,25.8,1.28795793018373,775651.0,3.01710764118986,352921.205
FJI,1996,1.25092678407,2129266728.42585,25.1,1.16153690862393,784713.0,2.38479375218737,361438.8078
FJI,1997,1.33710957347,2093994597.21549,24.4,1.07132247720361,793165.0,2.2797963987108,369773.523
FJI,1998,1.33713638848,1656784779.545,23.8,0.943634068595317,800685.0,2.13767810578711,377763.183
FJI,1999,1.33713638848,1942170999.18765,23.2,0.776559439508604,806927.0,1.95651413262414,385226.9498
FJI,2000,1.33893875818,1684109743.49338,22.6,0.591978351181837,811718.0,1.75817232596613,392059.794
FRA,1991,10.3955808098,1245405883036.86,8.4,0.465920768759981,58454894.0,0.681612413449316,43408604.2844
FRA,1992,10.4120461206,1372968029739.78,8.0,0.437301724866665,58711078.0,0.652529141820897,43692784.2476
FRA,1993,10.4299410503,1297003937919.85,7.5,0.415742510476853,58955673.0,0.63050769369666,43969140.9234
FRA,1994,10.457504011,1368007679584.12,7.0,0.404478603859598,59194619.0,0.618783534525902,44242058.2406
FRA,1995,11.4499684636,1572060717571.3,6.6,0.402722971577637,59433490.0,0.61656961816124,44515684.01
FRA,1996,11.9261971391,1572775612257.98,6.3,0.398801665118706,59670985.0,0.638833784632116,44800975.538
FRA,1997,12.279306234,1421492133063.61,6.0,0.398320896368554,59909141.0,0.637778241066843,45087619.5166
FRA,1998,13.2602605085,1468872470535.91,5.7,0.419128120991843,60160764.0,0.658013436982928,45385280.3616
FRA,1999,13.7263379498,1456430108672.49,5.5,0.317002955525858,60351778.0,0.555318969284374,45638014.5236
FRA,2000,13.727926371,1326334438916.53,5.4,0.677696633364738,60762169.0,0.915446051918653,46057724.102
GAB,1991,4.15541354603,5402937193.82076,91.7,3.23927351229665,959631.0,5.04629242186998,675196.3716
GAB,1992,4.15541993979,5592407750.92466,90.9,3.24572808665113,991289.0,5.02067255674406,709961.1818
GAB,1993,4.15542629972,4378645081.01769,90.3,3.20075764319506,1023531.0,4.94474648133669,745949.3928
GAB,1994,4.15543262582,4190854791.06628,89.8,3.09522707759204,1055707.0,4.80932155468037,782701.1698
GAB,1995,4.15543891433,4958830011.01873,89.4,2.95117062031718,1087327.0,4.63637834944962,819844.558
GAB,1996,4.15544516901,5694067051.11915,89.0,2.80112730701676,1118215.0,4.0401045373341,853645.331
GAB,1997,4.15545139738,5326811383.14459,88.7,2.66499376589809,1148416.0,3.88880802461595,887495.8848
GAB,1998,5.04657666316,4483354803.71551,88.5,2.53801527862425,1177936.0,3.74703322093481,921381.5392
GAB,1999,5.21975005724,4662985220.07471,88.0,2.42598481400213,1206862.0,3.62055995470182,955351.9592
GAB,2000,5.22126297626,5067838984.24113,87.5,2.32692052986016,1235274.0,3.50739386385503,989454.474
GBR,1991,22.1977827638,1055844797178.13,8.8,0.309247932319381,57424897.0,0.37686880720532,50970338.5772
GBR,1992,22.4938843405,1091751491751.49,8.3,0.270432918783876,57580403.0,0.33800809874018,51142913.9446
GBR,1993,22.7225082178,981097780443.911,7.9,0.239743702584497,57718614.0,0.307273249326317,51300304.1232
GBR,1994,23.12233399,1060586164677.07,7.6,0.254586486858912,57865745.0,0.322070461976478,51465793.603
GBR,1995,23.3578252154,1157118510336.12,7.3,0.264547416858702,58019030.0,0.331985881817656,51636936.7
GBR,1996,23.6190225169,1219541341653.67,7.1,0.254626384215086,58166950.0,0.344473649917796,51815119.06
GBR,1997,23.6593811339,1359027504911.59,7.0,0.257555038047551,58316955.0,0.34732165089766,51995397.078
GBR,1998,23.6911249038,1455948989731.7,6.8,0.291404370665209,58487141.0,0.381090475331556,52193924.6284
GBR,1999,23.7277268135,1502556220676.27,6.7,0.333405882184416,58682466.0,0.423011622946956,52415178.6312
GBR,2000,23.9951550065,1477580571947.34,6.6,0.357300887421605,58892514.0,0.446826408172746,52649907.516
GEO,1991,2.76244073992,6337314651.84142,45.3,0.703475649320206,4835900.0,0.266952584379069,2652974.74
GEO,1992,2.76228892789,3691110627.67643,44.2,0.774511050286416,4873500.0,0.336074103896569,2661905.7
GEO,1993,2.76213672715,2701180603.9004,43.0,0.76855845063073,4911100.0,0.328190766507296,2670656.18
GEO,1994,2.7619833988,2513870708.80177,41.7,-1.01303474624264,4861600.0,-1.45535024805959,2632070.24
GEO,1995,2.76183002044,2693731879.97194,40.6,-2.65970907472162,4734000.0,-3.103989701842,2551626.0
GEO,1996,3.06821058863,3094915506.09548,39.3,-2.5220318342487,4616100.0,-2.96829512599606,2476999.26
GEO,1997,3.06805732602,3510540843.58306,37.7,-1.84751147321087,4531600.0,-2.29577520477717,2420780.72
GEO,1998,3.6512350401,3613500141.70833,36.2,-0.982389344111834,4487300.0,-1.43267153080594,2386346.14
GEO,1999,3.6512350401,2800024342.13492,34.7,-0.778544839439849,4452500.0,-1.23086374103171,2357153.5
GEO,2000,3.6512350401,3057453460.84975,33.4,-0.771072946015597,4418300.0,-1.22544707117946,2328444.1
GHA,1991,13.9953188137,6599578348.89352,118.5,2.81740972381606,15216133.0,4.82998785200255,5651271.7962
GHA,1992,13.9953273977,6412625105.00566,116.0,2.84882108708905,15655847.0,4.82169232642085,5930434.8436
GHA,1993,13.9953359776,5965704271.66164,113.8,2.83164953064522,16105502.0,4.76635039889429,6219944.8724
GHA,1994,13.9953445533,5440519990.86173,112.5,2.75184595363392,16554855.0,4.64982547200237,6515990.928
GHA,1995,13.9953531248,6457441706.32367,110.9,2.63516210433022,16996901.0,4.4977883171773,6815757.301
GHA,1996,13.995361093,6925530171.95906,108.9,2.51164436550757,17429209.0,4.43810552380014,7125060.6392
GHA,1997,13.9953696687,6884024595.9385,107.0,2.41501056525384,17855250.0,4.30505955899149,7438497.15
GHA,1998,13.9953782527,7474018853.5249,104.7,2.35708677583649,18281113.0,4.21207456713214,7758504.3572
GHA,1999,13.9953782527,7709811561.08343,101.8,2.34930110758474,18715676.0,4.17050484088051,8088915.1672
GHA,2000,13.9953782527,4977488790.22412,99.1,2.3749804483521,19165490.0,4.16360873230421,8432815.6
GIN,1991,6.77874984183,3014890569.04099,224.3,5.47998906457334,6083795.0,6.54571851197214,1721713.985
GIN,1992,6.77875771435,3284625277.16186,219.4,6.09962731253652,6466435.0,7.15411863019801,1849400.41
GIN,1993,6.77876559904,3279063317.63475,213.8,6.07611092047868,6871525.0,7.11959864973665,1985870.725
GIN,1994,6.77877350402,3383218922.79336,208.3,5.35544402688992,7249558.0,6.38815544247486,2116870.936
GIN,1995,6.77878142117,3693753379.05992,202.5,4.26229093780081,7565235.0,5.28444634495464,2231744.325
GIN,1996,6.77878935456,3869032270.91633,196.7,3.12953090683514,7805735.0,4.14134392339359,2326109.03
GIN,1997,6.77879730418,3783788551.0819,191.1,2.23497051928302,7982155.0,3.23664834363015,2402628.655
GIN,1998,6.77880526597,3588375984.48374,185.5,1.62161467138035,8112650.0,2.61335833711497,2466245.6
GIN,1999,6.77880526597,3461282189.69644,180.1,1.38920738995104,8226138.0,2.37121200804858,2525424.366
GIN,2000,6.77880526597,3112362568.47962,175.0,1.42843157047278,8344486.0,2.40088655967226,2586790.66
GMB,1991,1.47529438623,316778362.081927,160.6,3.56863591872537,1001252.0,6.40022793045416,394493.288
GMB,1992,1.47540076658,347446023.593494,156.6,3.19398157485861,1033748.0,5.94759735571915,418667.94
GMB,1993,1.53238172608,366381861.126117,152.7,2.93348394674966,1064522.0,5.61330326222209,442841.152
GMB,1994,1.53248798093,363032586.721791,148.7,2.82047465766858,1094974.0,5.43034995440471,467553.898
GMB,1995,1.53259417073,381945341.364836,144.9,2.81034200203564,1126183.0,5.35383171681778,493268.154
GMB,1996,1.53270030195,391832142.750806,141.2,2.81262808912027,1158308.0,5.20389926008647,519616.9688
GMB,1997,1.53280636626,409636274.32666,137.7,2.79631050366417,1191155.0,5.13173279558905,546978.376
GMB,1998,1.53291237014,416555766.813034,133.8,2.80533370764609,1225044.0,5.08745642959165,575525.6712
GMB,1999,1.53291237014,431935044.692919,130.8,2.83595371994848,1260283.0,5.06715551805008,605439.9532
GMB,2000,1.53291237014,420894585.161371,127.5,2.87823691606251,1297084.0,5.0607406749317,636868.244
GNB,1991,7.64894364847,257150338.21588,206.1,2.0190294471656,1037431.0,3.22173230669961,295045.3764
GNB,1992,7.64895627487,226313574.426262,202.9,2.04255599573221,1058839.0,3.23096564815039,304733.8642
GNB,1993,7.64896892478,236880892.391315,199.3,2.049794941483,1080767.0,3.22424712840936,314719.3504
GNB,1994,7.64898159527,235620756.354667,195.9,2.03654858634592,1103003.0,3.19736735694582,324944.6838
GNB,1995,7.64899428928,253960479.167819,192.6,2.00949592855531,1125392.0,3.15699417624275,335366.816
GNB,1996,11.7375300961,270419112.953954,189.4,1.98097359050604,1147908.0,1.91383696495648,341847.0024
GNB,1997,11.7375579477,268550722.154642,186.3,1.95915134226945,1170619.0,1.89196961317227,348376.2144
GNB,1998,11.737585811,206457614.489053,183.2,1.94287146283493,1193585.0,1.8756445695467,354972.179
GNB,1999,11.737585811,224446335.712197,180.0,1.93469015154225,1216902.0,1.86741803329718,361663.2744
GNB,2000,16.0571158686,215455490.322762,176.8,1.93311810815677,1240655.0,1.86580070406633,368474.535
GRC,1991,5.75464161782,101179582763.133,12.1,0.969597662700104,10260000.0,1.13952129918388,6043140.0
GRC,1992,6.24425088204,111843279478.012,11.5,1.06641818258346,10370000.0,1.23605357469909,6118300.0
GRC,1993,6.32314635718,104707216290.131,11.0,0.921488512706189,10466000.0,1.09083662149133,6185406.0
GRC,1994,6.41486069681,112206191587.079,10.5,0.827827121652532,10553000.0,0.996888921684445,6247376.0
GRC,1995,6.61848971407,131718377526.107,10.1,0.764623491066743,10634000.0,0.933399950691334,6305962.0
GRC,1996,6.78599518204,139293479218.573,9.6,0.702809389307368,10709000.0,0.837625766852525,6359004.2
GRC,1997,7.05886217244,135887062273.805,9.2,0.632972379651067,10777000.0,0.767607243029455,6408004.2
GRC,1998,7.14631975388,136513785771.936,8.7,0.536740103491043,10835000.0,0.671193939130629,6451159.0
GRC,1999,7.18042920956,134407989985.084,8.2,0.442030344665279,10883000.0,0.576303638789718,6488444.6
GRC,2000,7.29469167473,125558321824.212,7.7,0.317008177892125,10917482.0,0.450435108182168,6517736.754
GRD,1991,1.64525375877,241570366.104084,20.4,0.174483862970427,96368.0,-0.19888309223446,30914.8544
GRD,1992,1.64525375877,250914816.309425,19.7,0.770105262970182,97113.0,0.395339052946187,31037.3148
GRD,1993,1.64525375877,250259242.98767,19.1,1.12531585562591,98212.0,0.749139863436756,31270.7008
GRD,1994,1.64525375877,261777773.154616,18.5,1.11480714098991,99313.0,0.737210720036394,31502.0836
GRD,1995,1.64525375877,276296291.416728,17.9,0.852238008268596,100163.0,0.473210390890528,31651.508
GRD,1996,1.64525375877,294651846.648113,17.3,0.541645173481739,100707.0,0.161175469115337,31702.5636
GRD,1997,1.64525375877,304940747.207145,16.6,0.329127020806357,101039.0,-0.0527957858931836,31685.8304
GRD,1998,1.64525375877,340814808.795808,16.1,0.177990534387694,101219.0,-0.205396516684475,31620.8156
GRD,1999,1.66147069165,379629397.739948,15.6,0.133285304542666,101354.0,-0.25157726158679,31541.3648
GRD,2000,1.66147069165,429579259.826097,15.1,0.165618445159864,101522.0,-0.2207310373446,31471.82
GTM,1991,25.9599151584,9406097461.10555,73.9,2.30379611151021,9131088.0,3.27232668495656,3789401.52
GTM,1992,25.9636031051,10440842291.647,70.0,2.31704969068233,9345130.0,3.27628965982629,3915609.47
GTM,1993,25.9635413156,11399942820.3849,66.4,2.32103988738208,9564571.0,3.27116579979609,4045813.533
GTM,1994,25.9701388813,12983235118.703,62.9,2.31204094130128,9788284.0,3.25322435953596,4179597.268
GTM,1995,27.2851288685,14656917900.1721,60.0,2.29652054681746,10015675.0,3.22892823432979,4316755.925
GTM,1996,28.3960057642,15781579950.4132,57.2,2.27778888903096,10246429.0,3.20158298752458,4457196.615
GTM,1997,28.8838889739,17788657193.8986,54.9,2.26839748751193,10481515.0,3.18373568616065,4601385.085
GTM,1998,28.967990341,19393672243.9406,52.6,2.27920992737497,10723154.0,3.18624562437139,4750357.222
GTM,1999,29.005147223,18317089473.0904,50.5,2.31521225255083,10974314.0,3.21409470939414,4905518.358
GTM,2000,29.030616548,19290566570.0483,48.5,2.3663441736561,11237101.0,3.25721866256704,5067932.551
GUY,1991,2.93755135936,336708410.129226,65.3,-0.204780726349736,723448.0,-0.476335543597982,212838.4016
GUY,1992,2.93765383908,368281383.484835,63.7,0.0230812342989085,723615.0,-0.249213011546675,212308.641
GUY,1993,2.93775649872,442273443.730503,61.9,0.178664674415531,724909.0,-0.094373037870193,212108.3734
GUY,1994,2.93785933782,540874922.208103,59.3,0.226392676309978,726552.0,-0.0473925734239011,212007.8736
GUY,1995,2.93844271517,621626786.253521,57.1,0.196214512833447,727979.0,-0.0783223788858109,211841.889
GUY,1996,4.64306113923,705406032.26109,55.1,0.138781286666701,728990.0,-0.20545313243058,211407.1
GUY,1997,4.64316470939,749138004.174265,52.7,0.103240286862983,729743.0,-0.242183199945794,210895.727
GUY,1998,4.92183463117,717530696.527026,50.6,0.0979317309252717,730458.0,-0.248689066723327,210371.904
GUY,1999,4.92183463117,694754983.970153,48.5,0.142001755790256,731496.0,-0.20582468184224,209939.352
GUY,2000,4.92183463117,712667925.076665,46.8,0.219173006976286,733101.0,-0.129867487000547,209666.886
HIC,1991,10.1496388127232,19226040281248.7,11.73441739,0.797062962149383,986686521.384591,1.18898497798547,706231071.374331
HIC,1992,10.2293168107611,20645929448806.8,11.2041344244,0.605206982670765,992658017.109082,0.912058633795269,712672312.835346
HIC,1993,10.4787767324967,20824579519265.0,10.6870439987,0.790382224221148,1000503809.62362,1.17470589167927,721044116.482589
HIC,1994,11.9780062948308,22328241925572.1,10.2098294347,0.720734213118931,1007714782.88313,1.11407051689712,729077056.398143
HIC,1995,12.1108064859738,24699190886401.9,9.7891941713,0.872751027002266,1016509624.0,1.31225510745357,738644407.308
HIC,1996,12.2046151351833,24867579810582.9,9.38467572,0.663773741127642,1023256947.96015,0.963332525928166,745760009.134547
HIC,1997,12.3328782148464,24470477048437.1,9.0411855769,0.662944223179181,1030040570.78493,0.946728396636203,752820330.911781
HIC,1998,12.4885260579158,24548886093879.7,8.7078121581,0.625144158161774,1036479809.23989,0.894596765837804,759555037.244687
HIC,1999,12.6030720422832,25828553018829.9,8.417355209,0.615381091229764,1042858110.00036,0.902617518423313,766410914.072924
HIC,2000,12.7565887859267,26342111281125.3,8.1821232291,0.641350108568716,1049546481.62107,0.940587238887261,773619677.328133
HND,1991,13.6007430006,3068462060.1236,55.2,2.77407591080524,5026843.0,3.76173826039644,2045925.101
HND,1992,14.9971783695,3419474978.86812,52.9,2.71865191133218,5165380.0,3.69665481669613,2122971.18
HND,1993,15.0092649193,3481990761.34498,50.7,2.64444957084297,5303798.0,3.61298014428934,2201076.17
HND,1994,15.0093971995,3432356578.82219,48.8,2.54829071662814,5440691.0,3.50753068577209,2279649.529
